序号,作物名称,种质名称,科名,属名,种名或亚种名,原产地,原产省,原产国,来源地,资源类型,主要特性,生育周期,系谱,选育单位,育成年份,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,图像,抗旱性鉴定结果,保存单位,库编号,圃编号,引种号,采集号,保存资源类型,保存方式,实物状态,共享方式,获取途径
YAAS0714,油菜,2011H48,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0715,油菜,2011H49,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0716,油菜,2011H50,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0717,油菜,2011H51,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0718,油菜,2011H52,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0719,油菜,2011H53,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0720,油菜,2011H54,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0721,油菜,2011H55,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0722,油菜,2011H56,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0723,油菜,2011H57,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0724,油菜,2011H58,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0725,油菜,2011H59,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0726,油菜,2011H60,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0727,油菜,2011H61,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0728,油菜,2011H62,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0729,油菜,2011H63,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0730,油菜,2011H64,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0731,油菜,2011H65,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0732,油菜,2011H66,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0733,油菜,2011H67,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0734,油菜,2011H68,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0735,油菜,2011H69,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0736,油菜,2011H70,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0737,油菜,2011H71,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0738,油菜,094530-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0739,油菜,094531-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0740,油菜,094532-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0741,油菜,094535-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0742,油菜,094536-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0743,油菜,094538-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0744,油菜,094543-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0745,油菜,094546-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0746,油菜,094547-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0747,油菜,094553-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0748,油菜,094565-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0749,油菜,094573-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0750,油菜,094576-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0751,油菜,094577-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0752,油菜,094582-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0753,油菜,094589-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0754,油菜,094599,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0755,油菜,12XS242-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0756,油菜,12XS242-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0757,油菜,12XS242-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0758,油菜,12XS247-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0759,油菜,12XS247-2-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0760,油菜,12XS247-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0761,油菜,12XS247-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0762,油菜,12XS247-7-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0763,油菜,12XS265-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0764,油菜,12XS265-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0765,油菜,12XS265-8-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0766,油菜,12XS274-1-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0767,油菜,12XS274-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0768,油菜,12XS274-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0769,油菜,12XS274-5-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,全生育期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
